,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinder zuerst,الأولاد بالأول                              , الأطفال أولاً ,Li-wlad bel Aoual/ Alatffal aoua-lan  ,children first,les enfants d'abord,najprej otroci,Kinderen eerst,,ቐዳምነት ንቖልዑት,Kedaminet Nikolu'ut,,Pehle bache پہلے بچے,বাচ্চারা আগে,bachchhara age,Aval kudakan اول کودکان,Aval kudakan اول کودکان,,fëmijët së pari,Prvo djeca / deca!,Прво децата (Prvo decata),"сначала дети
(snachala deti)",,prima i bambini,,Decata s predimstvo / Децата с предимство,peşî zarok,S: Barnen först N: Barn først,lapset ensin,Forgangur fyrir börn.,,ilk olarak çocuklar,Los niños primero,Először a gyerekek,As crianças primeiro,Pròta ta pedià,Πρώτα τα παιδιά,copiii primii,Pirmiausia vaikai,Mga bata muna,,Najpierw dzieci
dann die Frauen,وراهم النسوان,بعدهم النساء ,Ua-rahon alnissuan/ Baádhom alnessaa,then the women,ensuite les femmes,potem ženske,Dan de vrouwen,,ብድሕሪኡ ንደቂ ኣንስትዮ,B'diriu Nideki anstiyo,,Phir khawateen پھر خواتین,এরপর মেয়েরা/মহিলারা,erpor mohilara,Badan khonumha بعدآ خانم‌ ها,Badan khonumha بعدآ خانم‌ ها,,pastaj gratë,potom žene,па жените (pa zhenite),потом женщины,,le donne dopo/poi le donne,,Posle zhenite / После жените,paşî jin,S: Sedan kvinnorna N: Deretter kvinner,sitten naiset,Konur næst.,,daha sonra kadınlar,Las mujeres después,aztán a nők,As mulheres depois,I ginèkes metà,Οι γυναίκες μετά,apoi femeile,Tuomet moterys,"pagkatapos, ang mga babae naman",,Potem kobiety
Bitte hier anstellen.,بالدور لو سمحتوا                                 ,الرجاء التزام الدور,Bi-dour Laou Samahtou ,Please queue / line up here.,Faites la queue ici s'il vous plaît,"prosim, postavite se v vrsto",Hier aansluiten a.u.b.,,ብኽብረትኩም ኣብዚ ተሰርዑ፥,Bikbretkum abzi teser'U፥,,قطار بنایں Qataar banaiye,দয়া করে এখানে সারি করে দাঁড়ান,doya kore ekhane (shari kore) daran,Lotfan inja ba zafr istade bashid لطفآ‌‌ اینجآ به صف ایستآده شوید۰,Lotfan inja ba zafr istade bashid لطفآ‌‌ اینجآ به صف ایستآده شوید۰,,Ju lutem mbani rradhë këtu,"Molimo, stanite ovdje / ovde u red.","Ве молиме, застанете во редица (Ve molime, zastanete vo redica)","пожалуйста, встаньте в очередь
(pozhaluista, vstante v ochered)",,fare una fila qui per favore,,"Molia, naredete se tuk / Моля, наредете се тук",Ji kerema xwe li vir te keve rêzê,S: Vänligen köa här N: Vennligst kø her,Olkaa hyvät ja jonottakaa tässä.,Vinsamlegast farið í röð.,,Burada kuyruğa girin lütfen!,Hagan fila aquí,Kérem itt álljon be a sorba,Façam fila aqui,Kànte mia sirà edò,Κάντε μια σειρά εδώ,Vă rugăm să stați la coadă aici.,Prašome stoti į eilę čia,Pumila kayo dito,,Proszę ustawić się w kolejkę
Jeder nur ein Stück, لكل شخص قطعة  واحدة, لكل واحد واحدة , li-kil sha-ches wahdi / Likol wahed Wahide,Only one piece/item each,Juste un par personne.,vsak samo en kos,Slechts één stuk per persoon.,,ሓንቲ ሓንቲ ኩሉ ዓይነት,hanti hanti kab kulu aynet,,صرف ایک ٹکرا /Sirf aik tukra,সবার জন্য এক টুকরো করে,shobar jonno ek tukro kore,Baraye har nafar fakhat yek tieke. برای هر نفر فقط یک تکه,Baraye har nafar fakhat yek tiecke. برای هر نفر فقط یک تکه,,Vetëm nga një send,Za svakoga samo jedan komad / jedna stvar,Само по едно парче (Samo po edno parche),"только по одному предмету
(tolko po odnomu predmetu)",,solo uno/una a testa,,samo po edno za vseki/ само по едно за всеки,Ji bo herkesî tenê yek,S: Endast en/ett per person N: Bare en/et hver,Vain yksi kappale jokaiselle.,Bara eitt á mann.,,Herkese sırf birer tane,Solo un(a) pedazo/trozo/porción para cada uno,Mindenki csak egyet,Só um por pessoa,Móno éna komàti gia ton kathèna,Μόνο ένα κομμάτι για τον καθένα,Doar câte o bucată/porție fiecare.,Tik po vieną kiekvienam,Tig-iisa lang po ng bawat isa,,Po jednej sztuce
Hier gibt es keine Verteilung.,ما في توزيع هنا , لايوجد توزيع هنا ,Ma fi taou-si hoon / La ju-jad taou-si Huna ,There is no distribution here,Il n'y a pas de distribution ici.,tukaj ni razdeljevanja,Er is geen distributie hier.,,ኣብዚ ምዕዳል የሎን,Abzi Miedal yelon,,Yahan koi takseem nahi hai یہاں کوئی تقسیم نہیں ہے,এখানে কিছু বিতরণ করা হচ্ছে না,ekhane kichhu bitoron kora hochchhena,Inja taghzim wojud nadarad اینجا تقسیم وجود دارد,Inja taghzim wojud nadarad اینجا تقسیم وجود دارد,,Nuk ka shpërndarje këtu,Ovdje se ništa ne dijeli. / Ovde se ništa ne deli.,Тука не се дава храна (Tuka ne se dava hrana),"тут нет расдачи
(tut net rasdachi)",,Non c'è distribuzione qui,,Tuk ne se razdava hrana / Тук не се раздава храна,Li vir belavkirin nine.,S: Här finns ingen distribution N: Her finnes ingen distribusjon,Täällä ei ole jakelua.,Það er engin úthlutun hér.,,Burada dağıtım yok,No hay distribución aquí / No repartimos aquí,Itt nincs .... osztás,Aqui não há distribuição.,Dén gìnete dianomì edò,Δεν γίνεται διανομή εδώ,Aici nu se face distribuție.,Čia nėra dalijimo,Walang ipinamimigay dito,,Tutaj nie ma dystrybucji
Es gibt leider nichts mehr.,  اسف ما ظل شي ء ,اسف، لم يبق شي,"Assef, Ma Dal Schi / Assef lam Yabka shi","Sorry, there is nothing left.","Désolé, il ne reste plus rien.",žal je zmanjkalo / žal ni več,Er is helaas niets meer/Alles is op.,,ይቕረታ። ዝተረፈ የለን,Yikreta. Ziterefe yelen,,"nMazarat, koi cheezain yahan nahi hai معذرت ، کوئی چیزیں یہاں ناهی ہیں",আর কিছু অবশিষ্ট নেই,ar kichhu (oboshishto) nei,Motazefan inja hichchize digar wojud nadarad. متاسفانه اینجا هیچ جیز دیگر وجود ندارد.,Motazefan inja hichchize digar wojud nadarad. متاسفانه اینجا هیچ جیز دیگر وجود ندارد.,,"Na falni, nuk ka mbetur gjë","Na žalost, nema više ničega.","Извинете, немаме ништо (Izvinete, nemame nishto)","Извините, больше ничего не осталось
(izvinite, bolshe nichevo ne ostalos)",,"Mi dispiace, non è rimasto più niente",,"Suzhaliavam, svurshi / Съжалявам, свърши",Mixabin tiştekî ne mayê.,S: Tyvärr finns inget kvar N: Dessverre er ingenting igjen,Valitettavasti ei ole enää mitään jäljellä.,Því miður er ekkert eftir.,,Maalesef hiç bir şey kalmadı.,"Disculpa, no queda nada.",Sajnos nincs több,"Infelizmente, não há mais.",distixòs den èxi mìni àlo,Δυστυχώς δεν έχει μείνει άλλο,"Ne pare rău, nu a mai rămas nimic.","Atsiprašau, nieko nebeliko","Paumanhin, wala na pong natira",,"Przykro mi, nic już nie zostało"
(der) Apfel,تفاحة ,تفاحة , Tifaha/Toufaha ,apple,la pomme,jabolko,appel,,ቱፋሕ,Tufah,,Saib سیب,আপেল,apel,sib سیب,"sib
سیب",,mollë,jabuka,Јаболко (Jabolko),яблоко,,la mela,,Iabulka / ябълка,sêv,S: Äpple N: Eple,omena,Epli.,,Elma,Manzana,alma,Maçã,mìlo,μήλο,măr,Obuolys,mansanas,,jabłko
(die) Banane,موزة ,موزة ,Mouzeh,banana,une banane,banana,banaan,,ሙዝ ፨ ባናና,muz / banana,,Kela کیلا,কলা,kola,موز,keela کله,,banane,banana,Банана (Banana),банан,,la banana,,Banan / банан,mûz,S+N: Banan,banaani,Banani.,,Muz,Plátano/Banana,banán,Banana,banàna,μπανάνα,banană,Bananas,saging,,banany
(das) Wasser,مي                                                                        ,ماء \مياه , Mai/ Ma'a,water,de l'eau,voda,water,,ማይ,mai,,Pani پانی,পানি,pani,"Aab
أب","Aaw
أب",,ujë,voda,Вода (Voda),вода,,l'acqua,,Voda / вода,av,S: Vatten N: Vann,vesi,Vatn.,,Su,Agua,víz,Água,nerò,νερό,apă,Vanduo,tubig,,woda
(das) Essen,أكل                                                                 ,طعام ,Akel /Ta-am,food,la nourriture,hrana,eten,,ምግቢ,megbi,,Khana کھانا,খাবার,khabar,"Ghazaa
غذا","Naan
نان",,ushqim,hrana,Храна (Hrana),еда,,il cibo,,Hrana / Храна,xwarin,S+N: Mat,ruoka,Matur,,Yemek,Comida,étel,Comida,fagitò,φαγητό,mâncare,Maistas,pagkain,,jedzenie
(die) Unterlagen,أوراق رسمية ,أوراق رسمية ,Aourak Rassm-ia,documents,les documents,Dokumenti,De documenten,,ሰነድ,Sened,,کاغذات / پيپرز                   /                  Kagzat papers,কাগজপত্র,kagojpotro,"Khosh aamadid
خوش آمدید.","Khush aamadin.
خوش آمدین.",,dokumente,dokumenti / isprave,Добредојдовте / документи (Dobredojdovte / dokumenti),"Добро пожаловать/ документы
(Dobro pozhalovat/ dokumenty)",,documenti,,Dokumenti / документи,kaxez/belgename,S: Dokumenten N: Dokumentene,asiakirjat,Velkomin / Skjöl,,Belgeler,Documentos,dokumentumok,Documentos,Éngrafa,έγγραφα,Documentele,Dokumentai,Dokumento,,dokumenty
(die) Anmeldung,تسجيل ,تسجيل ,Tass-jill,registration,Enregistrement,Prijava,Inschrijving / Aanmelding,,ምዝገባ,Mizgeba,,"Registration
اندراج or رجسٹریشن",রেজিস্ট্রেশন,registration,Medarak o Koghaza مدارک و کاغذا ها,Medarak o Koghaza مدارک و کاغذا ها,,regjistrim,prijava / registracija,Пријава (регистрација) / Prijava (registracija),"Регистрация
(Registraciya)",,(la) residenza,,Registratsiya / регистрация,serlêdan,S+N: Registreringen ,ilmoittautuminen,Skráning,,Kayıt / ikamet,Registro,regisztráció,registo,Engrafí,Εγγραφή,Cerere,Registracija,rehistrasyon,,zameldowanie
(die) Staatsangehörigkeit,الجنسية ,الجنسية ,Alj'enssia,nationality,la nationalité,Državljanstvo,Nationaliteit,,ዘግነት,zegnet,,"Shahriyet
شہریت",জাতীয়তা,jatiyota,Aaliat هویت یا اهلیت,Aaliat هویت یا اهلیت,,nacionalitet,državljanstvo,државјанство (Državjanstvo),"Национальность
(natsionalnost)",,(la) cittadinanza,,Grazhdanstvo / Гражданство,hemwelatî,S: Nationalitet N: Statsborgerskap,kansalaisuus,Þjóðerni,,uyruk,Nacionalidad,állampolgárság,Nacionalidade,Ypikoótita,Υπηκοότητα,Nationalitatea,Pilietybė,nasyonalidad,,obywatelstwo
Da,هون                  , هنا ,Hoon/Hunna,here,ici,Tu,hier,,ኣብዚ,abzi,,"Yahan
یہاں",ওখানে / ঐযে,okhane/oije,Inja اینجا,Inja اینجا,,këtu,tu,тука (tuka),"здесь
(zdes)",,lì/là,,tuk / тук,li vir,S: Här N: Her,täällä,Hérna,,burada,Aquí.,itt,Aqui,Edó,Εδώ,Aici,Čia,dito,,tam
Dort,هنيك                                                                      ,هناك ,Hnik/Hunnak,there,là / là-bas,Tam,daar,,ኣብቲ,abti,,"Wahan
وہاں",ঐদিকে / ঐদিকটায়,oidike,Onja آنجا,Oonja آنجا,,atje,tamo,таму (tamu),"там
(tam)",,lì/là,,Tam / там,li wir,S: Där N: Der,tuolla,Þarna,,orada,Allá/Ahí,ott,Lá / ali,Ekí,Εκεί,Acolo,Ten,doon,,tam
Dort ist ein Arzt.,هنيك في دكتور                                 , هناك يوجد طبيب, Hnak fi Daktor/Honak You-jad Tabib,There's a doctor over there.,Il y a un médecin là-bas.,Zdravnik je tam,Daar is een arts/dokter.,,ሓኪም ኣብቲ ቦታ ኣሎ,Hakim abti bota alo,,Eik doctor hai wahan par ایک ڈاکٹر ہے وہاں پر,এইতো একজন ডাক্তার,eito ekjon daktar,Oonja doctar mibashad آنجا داکتر میباشد۰,"Oonja doctar mibashad آنجا داکتر میباشد۰.
.",,Doktori është atje,Tamo je liječnik / lekar.,Таму има лекар (Tamu ima lekar),Есть врач там...,,c'è un medico lí,,Tam ima lekar / Там има лекар,Bijîşk/textor li ve derê ye.,S: Det finns en läkare där N: Det finnes en lege der,Tuolla on lääkäri.,Það er læknir þarna.,,Doktor orada.,Allí hay un médico,"Ott van az orvos, abban az irányban.",Há um médico ali / O médico está ali,edò ìne o giatròs,Εδώ είναι ο γιατρός,Acolo este un doctor.,Ten yra daktaras,May doktor dito,,Tam jest doktor
Dort ist der Kinderbereich.,هنيك في ألعاب                   , هناك في ساحة ألعاب, Hnik Fi Alaáb/Honak Fi Sahat Alaáb,The children's area is over there.,L'espace pour les enfants est là-bas,Prostor za otroke je tam,Daar is een kinderruimte.,,ቦታ ቖልዑት ኣብቲ እዩ,Nay kolu'ut bota abti eyu,,Wahan bachon kay liye jaga hai . وہاں بچوں کے لیے جگہ ہے,ঐদিকটায় বাচ্চাদের জায়গা,oidike bachchader jayga,Oonja bakhshe kudakan mibashad آنجا بخش کودکان میباشد,Oonja bakhshe kudakan mibashad آنجا بخش کودکان میباشد۰,,Zona e fëmijëve është atje,Tamo je prostor za djecu / decu.,Децата се таму (Decata se tamu),Место для детей там...,,l'area per bambini è li,,Miasto za detsa / Място за деца,Cihê zarokan li wê derê ye.,S: Barnens plats är där N: Barnas område er der,Lasten alue on tuolla.,Svæði fyrir börn er þarna.,,Çocuk çevresi orada. / Çocuk bölümü orada.,La zona de niños está allí,A gyerekek ott vannak.,A área de crianças é ali.,Eki ine già ta pedià,εκεί είναι για τα παιδιά,Zona pentru copii este acolo,Vaikų zona yra ten,Doon ang lugar para sa mga bata,,Tam jest miejsce dla dzieci
(der) Reisepass,جواز سفر,جواز سفر, Ja-uas Safar,passport,le passeport,Potni list,paspoort,,ፓስፖርት,pasport,,"Passport
پاسپورٹ",পাসপোর্ট,passport,"pasport 
پاسپورٹ","pasport 
پاسپورٹ",,pasaportë,pasoš / putovnica,пасош (pasosh),"Паспорт
(pasport)",,(il) passaporto,,pasport / паспорт,pasaport,S+N: Pass ,passi,vegabréf,,pasaport,Pasaporte,útlevél,Passaporte,Diavatírio,Διαβατήριο,Pasaport,Pasas,Pasaporte,,paszport
"(der) Syrer, (die) Syrerin",سوري ,سوري ,Surri,Syrian,Syrien / Syrienne,"Sirijec, Sirijka",Syriër,,ሶርያዊ,Soryawi,,"Syrian
شام",সিরিয়ান,syrian,,,,Siriane,Sirijac / Sirijka,Сириец / Сиријка (siriec / sirijka),"Сирец/Сирийка
(siriyets/siriyka)",,siriano/siriana,,siriets / siriika,Sûryeyî,S+N: Syrier,syyrialainen,Sýrlenskur,,Suriyeli,Sirio,szíriai,Sírio,Syrios/Syria,Σύριος/Σύρια,Sirian,Siras,,,Syryjczyk/Syryjka